tool	positive_or_negative_loci	coverage	data_group_number	num_loci	tool_run_time_seconds	max_resident_set_kbytes	average_resident_set_kbytes	seconds_per_10k_loci	minutes_per_10k_loci
GangSTR	negative_loci	40x genome	3	20000	2186.3	39774.0	0.0	1093.15	18.21916666666667
GangSTR	negative_loci	40x genome	4	20000	2215.77	40458.0	0.0	1107.885	18.46475
GangSTR	negative_loci	40x genome	5	20000	2189.66	40140.0	0.0	1094.83	18.247166666666665
GangSTR	negative_loci	40x genome	6	20000	2211.2	39888.0	0.0	1105.6	18.426666666666666
GangSTR	negative_loci	40x genome	7	12072	1337.05	39722.0	0.0	1107.562955599735	18.459382593328918
GangSTR	positive_loci	40x genome	0	20000	2654.0299999999997	40650.0	0.0	1327.0149999999999	22.116916666666665
GangSTR	positive_loci	40x genome	1	20000	2605.11	40724.0	0.0	1302.555	21.70925
GangSTR	positive_loci	40x genome	2	20000	2581.16	39948.0	0.0	1290.58	21.509666666666664
GangSTR	positive_loci	40x genome	3	20000	2572.5	39982.0	0.0	1286.25	21.4375
GangSTR	positive_loci	40x genome	4	20000	2596.45	40214.0	0.0	1298.225	21.637083333333333
GangSTR	positive_loci	40x genome	5	20000	2617.75	40118.0	0.0	1308.875	21.814583333333335
GangSTR	positive_loci	40x genome	6	20000	2641.69	39792.0	0.0	1320.845	22.014083333333335
GangSTR	positive_loci	40x genome	7	13797	1853.3400000000001	39800.0	0.0	1343.2920200043488	22.388200333405813
HipSTR	negative_loci	40x genome	0	19483	703.46	511414.0	0.0	361.06349124878096	6.0177248541463495
HipSTR	negative_loci	40x genome	1	19475	708.25	511418.0	0.0	363.67137355584083	6.0611895592640135
HipSTR	negative_loci	40x genome	2	19447	771.9000000000001	512348.0	0.0	396.92497557463884	6.615416259577314
HipSTR	negative_loci	40x genome	3	19519	792.11	511718.0	0.0	405.81484707208364	6.763580784534727
HipSTR	negative_loci	40x genome	4	19505	763.3199999999999	511790.0	0.0	391.34580876698277	6.522430146116379
HipSTR	negative_loci	40x genome	5	19499	783.95	512432.0	0.0	402.04625878250164	6.700770979708361
HipSTR	negative_loci	40x genome	6	19498	774.9300000000001	513784.0	0.0	397.44076315519544	6.624012719253257
HipSTR	negative_loci	40x genome	7	11773	474.98	511030.0	0.0	403.4485687590249	6.724142812650415
HipSTR	positive_loci	40x genome	0	19445	1211.81	512156.0	0.0	623.19876574955	10.386646095825833
HipSTR	positive_loci	40x genome	1	19507	1216.71	513938.0	0.0	623.7299430973496	10.395499051622494
HipSTR	positive_loci	40x genome	2	19481	1227.85	511910.0	0.0	630.2807864072686	10.504679773454477
HipSTR	positive_loci	40x genome	3	19510	1227.1	512198.0	0.0	628.9595079446437	10.482658465744063
HipSTR	positive_loci	40x genome	4	19514	1200.7199999999998	512370.0	0.0	615.3120836322639	10.255201393871065
HipSTR	positive_loci	40x genome	5	19516	1204.78	513694.0	0.0	617.3293707726993	10.288822846211655
HipSTR	positive_loci	40x genome	6	19503	1213.3200000000002	513908.0	0.0	622.1196738963238	10.368661231605396
HipSTR	positive_loci	40x genome	7	13452	854.64	511186.0	0.0	635.3256021409455	10.588760035682425
IlluminaExpansionHunter	negative_loci	40x genome	0	19063	21282.79	70112.0	0.0	11164.449457063422	186.0741576177237
IlluminaExpansionHunter	negative_loci	40x genome	1	18994	22285.2	70572.0	0.0	11732.757712961988	195.5459618826998
IlluminaExpansionHunter	negative_loci	40x genome	2	18992	21106.739999999998	69938.0	0.0	11113.489890480201	185.22483150800335
IlluminaExpansionHunter	negative_loci	40x genome	3	18994	21814.95	71590.0	0.0	11485.179530378015	191.41965883963357
IlluminaExpansionHunter	negative_loci	40x genome	4	18995	25591.74	70866.0	0.0	13472.882337457228	224.54803895762046
IlluminaExpansionHunter	negative_loci	40x genome	5	18997	24906.98	118858.0	0.0	13111.007001105438	218.51678335175728
IlluminaExpansionHunter	negative_loci	40x genome	6	18993	22080.88	69614.0	0.0	11625.798978571052	193.76331630951753
IlluminaExpansionHunter	negative_loci	40x genome	7	18996	20343.1	69450.0	0.0	10709.149294588335	178.48582157647223
IlluminaExpansionHunter	positive_loci	40x genome	0	19499	28103.52	71260.0	0.0	14412.80065644392	240.21334427406535
IlluminaExpansionHunter	positive_loci	40x genome	1	19498	27867.39	70416.0	0.0	14292.435121550929	238.20725202584882
IlluminaExpansionHunter	positive_loci	40x genome	2	19495	39532.28	85748.0	0.0	20278.163631700438	337.96939386167395
IlluminaExpansionHunter	positive_loci	40x genome	3	19294	27081.06	70892.0	0.0	14036.00082927335	233.93334715455583
IlluminaExpansionHunter	positive_loci	40x genome	4	18997	21860.61	70214.0	0.0	11507.40116860557	191.79001947675948
IlluminaExpansionHunter	positive_loci	40x genome	5	18997	21829.68	71246.0	0.0	11491.119650471128	191.51866084118546
IlluminaExpansionHunter	positive_loci	40x genome	6	18997	23887.5	69914.0	0.0	12574.353845344001	209.5725640890667
IlluminaExpansionHunter	positive_loci	40x genome	7	18996	21323.239999999998	71102.0	0.0	11225.121078121709	187.08535130202847
